,header,line,caption,tag,normed,,
8907,p122c2,falda tubo,"12.2. Ropa, calzado y complementos",CERE::c2::p122,falda tubo,"12.2. Clothing, Footwear and Complements --- Tube Skirt", Tube Skirt
8908,p122c2,pantalón de pinzas,"12.2. Ropa, calzado y complementos",CERE::c2::p122,pantalón de pinzas,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Picks", Picks
8909,p122c2,pantalón de cintura baja,"12.2. Ropa, calzado y complementos",CERE::c2::p122,pantalón de cintura baja,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Low waist pants", Low waist pants
8910,p122c2,ser el último grito,"12.2. Ropa, calzado y complementos",CERE::c2::p122,a ser el último grito,"12.2. CLOTHING, FOOD AND COMPLEMENTS --- To be the last shout", To be the last shout
8911,p122c2,pantalón pitillo,"12.2. Ropa, calzado y complementos",CERE::c2::p122,pantalón pitillo,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Pitillo Pants", Pitillo Pants
8912,p122c2,fleco,"12.2. Ropa, calzado y complementos",CERE::c2::p122,fleco,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Fleco", Fleco
8913,p122c2,solapa,"12.2. Ropa, calzado y complementos",CERE::c2::p122,solapa,"12.2. CLOTHING, FOOD AND COMPLEMENTS --- flap", flap
8914,p122c2,ojal,"12.2. Ropa, calzado y complementos",CERE::c2::p122,ojal,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Ojéjal", Ojéjal
8915,p122c2,cinta,"12.2. Ropa, calzado y complementos",CERE::c2::p122,cinta,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Ribbon", Ribbon
8916,p122c2,pantalón de pata ancha,"12.2. Ropa, calzado y complementos",CERE::c2::p122,pantalón de pata ancha,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Wide leg pants", Wide leg pants
8917,p122c2,hombrera,"12.2. Ropa, calzado y complementos",CERE::c2::p122,hombrera,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- MIEMA", MIEMA
8918,p122c2,forro,"12.2. Ropa, calzado y complementos",CERE::c2::p122,forro,"12.2. Clothing, Footwear and Complements --- Lining", Lining
8919,p122c2,plisado,"12.2. Ropa, calzado y complementos",CERE::c2::p122,plisado,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- pleasado", pleasado
8920,p122c2,codera,"12.2. Ropa, calzado y complementos",CERE::c2::p122,codera,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS--CODERA",CODERA
8921,p122c2,bragueta,"12.2. Ropa, calzado y complementos",CERE::c2::p122,bragueta,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Bragueta", Bragueta
8922,p122c2,lengüeta,"12.2. Ropa, calzado y complementos",CERE::c2::p122,lengüeta,"12.2. Clothing, Footwear and accessories --- tongue", tongue
8923,p122c2,hebilla,"12.2. Ropa, calzado y complementos",CERE::c2::p122,hebilla,"12.2. Clothing, Footwear and Complements --- Buckle", Buckle
8924,p122c2,remiendo,"12.2. Ropa, calzado y complementos",CERE::c2::p122,remiendo,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Remando", Remando
8925,p122c2,costura,"12.2. Ropa, calzado y complementos",CERE::c2::p122,costura,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- seam", seam
8926,p122c2,confección,"12.2. Ropa, calzado y complementos",CERE::c2::p122,confección,"12.2. CLOTHING, FOOD AND COMPLEMENTS --- CONFECTION", CONFECTION
8927,p122c2,atuendo,"12.2. Ropa, calzado y complementos",CERE::c2::p122,atuendo,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- outfit", outfit
8928,p122c2,indumentaria,"12.2. Ropa, calzado y complementos",CERE::c2::p122,indumentaria,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- clothing", clothing
8929,p122c2,falda de vuelo,"12.2. Ropa, calzado y complementos",CERE::c2::p122,falda de vuelo,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Flight skirt", Flight skirt
8930,p122c2,falda de tablas,"12.2. Ropa, calzado y complementos",CERE::c2::p122,falda de tablas,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- Table skirt", Table skirt
8931,p122c2,desarrapado,"12.2. Ropa, calzado y complementos",CERE::c2::p122,desarrapado,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- uproot", uproot
8932,p122c2,harapiento,"12.2. Ropa, calzado y complementos",CERE::c2::p122,harapiento,"12.2. CLOTHING, FOOD AND COMPLEMENTS --- Harapient", Harapient
8933,p122c2,zarrapastroso,"12.2. Ropa, calzado y complementos",CERE::c2::p122,zarrapastroso,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- ZARRAPASTROSO", ZARRAPASTROSO
8934,p122c2,fruncido,"12.2. Ropa, calzado y complementos",CERE::c2::p122,fruncido,"12.2. CLOTHING, FOOD AND COMPLEMENTS --- Frue", Frue
8935,p122c2,ir a la última,"12.2. Ropa, calzado y complementos",CERE::c2::p122,a ir a la última,"12.2. CLOTHING, FOOD AND COMPLEMENTS --- To go to the last", To go to the last
8936,p122c2,estar a la última,"12.2. Ropa, calzado y complementos",CERE::c2::p122,a estar a la última,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- TO BE TO THE LAST", TO BE TO THE LAST
8937,p122c2,corte,"12.2. Ropa, calzado y complementos",CERE::c2::p122,corte,"12.2. CLOTHING, FOOTWEAR AND COMPLEMENTS --- CUT", CUT
8938,p123c2,cuarto y mitad,12.3. Alimentación,CERE::c2::p123,cuarto y mitad,12.3. Food --- fourth and half, fourth and half
8939,p123c2,un cucurucho,12.3. Alimentación,CERE::c2::p123,un cucurucho,12.3. Food --- A Cucurucho, A Cucurucho
8940,p123c2,un manojo de espárragos,12.3. Alimentación,CERE::c2::p123,un manojo de espárragos,12.3. Food --- A asparagus bunch, A asparagus bunch
8941,p123c2,producto perecedero,12.3. Alimentación,CERE::c2::p123,producto perecedero,12.3. Food --- perishable product, perishable product
8942,p123c2,al peso,12.3. Alimentación,CERE::c2::p123,al peso,12.3. Food --- to weight, to weight
8943,p123c2,a granel,12.3. Alimentación,CERE::c2::p123,a granel,12.3. Food --- in bulk, in bulk
8944,p123c2,en salazón,12.3. Alimentación,CERE::c2::p123,en salazón,12.3. Food --- in salting, in salting
8945,p124c2,letra de cambio,12.4. Pagos,CERE::c2::p124,letra de cambio,12.4. Payments --- Revolive bill, Revolive bill
8946,p124c2,talón,12.4. Pagos,CERE::c2::p124,talón,12.4. Payments --- Heel, Heel
8947,p124c2,albarán,12.4. Pagos,CERE::c2::p124,albarán,12.4. Payments --- Albarán, Albarán
8948,p124c2,pagar a medias,12.4. Pagos,CERE::c2::p124,a pagar a medias,12.4. Payments --- To pay halfway, To pay halfway
8949,p124c2,pagar a partes iguales,12.4. Pagos,CERE::c2::p124,a pagar a partes iguales,12.4. Payments --- To pay in equal parts, To pay in equal parts
8950,p124c2,pagar a escote,12.4. Pagos,CERE::c2::p124,a pagar a escote,12.4. Payments --- To pay a neckline, To pay a neckline
8951,p124c2,pagar a tocateja,12.4. Pagos,CERE::c2::p124,a pagar a tocateja,12.4. Payments --- To pay Tocateja, To pay Tocateja
8952,p124c2,abonar,12.4. Pagos,CERE::c2::p124,a abonar,12.4. Payments --- to pay, to pay
8953,p131c2,erradicación,13.1. Salud y enfermedades,CERE::c2::p131,erradicación,13.1. Health and disease --- eradication, eradication
8954,p131c2,pillar un catarro,13.1. Salud y enfermedades,CERE::c2::p131,a pillar un catarro,13.1. Health and diseases --- To catch a cold, To catch a cold
8955,p131c2,sarampión,13.1. Salud y enfermedades,CERE::c2::p131,sarampión,13.1. Health and diseases --- Measles, Measles
8956,p131c2,esquizofrenia,13.1. Salud y enfermedades,CERE::c2::p131,esquizofrenia,13.1. Health and diseases --- Schizophrenia, Schizophrenia
8957,p131c2,quimioterapia,13.1. Salud y enfermedades,CERE::c2::p131,quimioterapia,13.1. Health and diseases --- chemotherapy, chemotherapy
8958,p131c2,pillar un virus,13.1. Salud y enfermedades,CERE::c2::p131,a pillar un virus,13.1. Health and diseases --- To catch a virus, To catch a virus
8959,p131c2,quedar secuelas de un accidente,13.1. Salud y enfermedades,CERE::c2::p131,a quedar secuelas de un accidente,13.1. Health and diseases --- To be sequels of an accident, To be sequels of an accident
8960,p131c2,quedar secuelas de una enfermedad,13.1. Salud y enfermedades,CERE::c2::p131,a quedar secuelas de una enfermedad,13.1. Health and diseases --- To be sequels of a disease, To be sequels of a disease
8961,p131c2,extinguirse un virus,13.1. Salud y enfermedades,CERE::c2::p131,a extinguirse un virus,13.1. Health and diseases --- To extinguish a virus, To extinguish a virus
8962,p131c2,extenderse un virus,13.1. Salud y enfermedades,CERE::c2::p131,a extenderse un virus,13.1. Health and diseases --- To spread a virus, To spread a virus
8963,p131c2,remitir una epidemia,13.1. Salud y enfermedades,CERE::c2::p131,a remitir una epidemia,13.1. Health and diseases --- To send an epidemic, To send an epidemic
8964,p131c2,pernicioso para la salud,13.1. Salud y enfermedades,CERE::c2::p131,pernicioso para la salud,13.1. Health and disease --- pernicious for health, pernicious for health
8965,p131c2,ser propenso a una enfermedad,13.1. Salud y enfermedades,CERE::c2::p131,a ser propenso a una enfermedad,13.1. Health and diseases --- To be prone to a disease, To be prone to a disease
8966,p131c2,dañino para la salud,13.1. Salud y enfermedades,CERE::c2::p131,dañino para la salud,13.1. Health and disease --- harmful to health, harmful to health
8967,p131c2,pronóstico grave,13.1. Salud y enfermedades,CERE::c2::p131,pronóstico grave,13.1. Health and diseases --- Severe forecast, Severe forecast
8968,p131c2,pronóstico reservado,13.1. Salud y enfermedades,CERE::c2::p131,pronóstico reservado,13.1. Health and diseases --- reserved forecast, reserved forecast
8969,p131c2,pronóstico leve,13.1. Salud y enfermedades,CERE::c2::p131,pronóstico leve,13.1. Health and diseases --- Mild forecast, Mild forecast
8970,p131c2,cálculo en la vesícula,13.1. Salud y enfermedades,CERE::c2::p131,cálculo en la vesícula,13.1. Health and diseases --- Calculation in the gallbladder, Calculation in the gallbladder
8971,p131c2,cálculo en el riñón,13.1. Salud y enfermedades,CERE::c2::p131,cálculo en el riñón,13.1. Health and diseases --- Calculation in the kidney, Calculation in the kidney
8972,p131c2,quiste,13.1. Salud y enfermedades,CERE::c2::p131,quiste,13.1. Health and diseases --- cyst, cyst
8973,p131c2,tumor,13.1. Salud y enfermedades,CERE::c2::p131,tumor,13.1. Health and disease --- tumor, tumor
8974,p131c2,trasplante de riñón,13.1. Salud y enfermedades,CERE::c2::p131,trasplante de riñón,13.1. Health and diseases --- Kidney transplantation, Kidney transplantation
8975,p131c2,trasplante de corazón,13.1. Salud y enfermedades,CERE::c2::p131,trasplante de corazón,13.1. Health and disease --- heart transplantation, heart transplantation
8976,p131c2,trasplante de hígado,13.1. Salud y enfermedades,CERE::c2::p131,trasplante de hígado,13.1. Health and disease --- liver transplant, liver transplant
8977,p131c2,diálisis,13.1. Salud y enfermedades,CERE::c2::p131,diálisis,13.1. Health and diseases --- Dialysis, Dialysis
8978,p131c2,nocivo para la salud,13.1. Salud y enfermedades,CERE::c2::p131,nocivo para la salud,13.1. Health and disease --- harmful to health, harmful to health
8979,p131c2,acupuntura,13.1. Salud y enfermedades,CERE::c2::p131,acupuntura,13.1. Health and diseases --- acupuncture, acupuncture
8980,p131c2,radioterapia,13.1. Salud y enfermedades,CERE::c2::p131,radioterapia,13.1. Health and diseases --- radiotherapy, radiotherapy
8981,p131c2,recaer,13.1. Salud y enfermedades,CERE::c2::p131,a recaer,13.1. Health and diseases --- To fall, To fall
8982,p131c2,vacunación,13.1. Salud y enfermedades,CERE::c2::p131,vacunación,13.1. Health and diseases --- Vaccination, Vaccination
8983,p131c2,prevención,13.1. Salud y enfermedades,CERE::c2::p131,prevención,13.1. Health and diseases --- Prevention, Prevention
8984,p131c2,estar en cuarentena,13.1. Salud y enfermedades,CERE::c2::p131,a estar en cuarentena,13.1. Health and diseases --- To be in quarantine, To be in quarantine
8985,p131c2,paperas,13.1. Salud y enfermedades,CERE::c2::p131,paperas,13.1. Health and diseases --- Paperras, Paperras
8986,p131c2,varicela,13.1. Salud y enfermedades,CERE::c2::p131,varicela,13.1. Health and diseases --- chickenpox, chickenpox
8987,p131c2,paranoia,13.1. Salud y enfermedades,CERE::c2::p131,paranoia,13.1. Health and diseases --- Paranoia, Paranoia
8988,p131c2,estar convaleciente,13.1. Salud y enfermedades,CERE::c2::p131,a estar convaleciente,13.1. Health and diseases --- To be convalescent, To be convalescent
8989,p131c2,amnesia,13.1. Salud y enfermedades,CERE::c2::p131,amnesia,13.1. Health and diseases --- Amnesia, Amnesia
8990,p131c2,fobia,13.1. Salud y enfermedades,CERE::c2::p131,fobia,13.1. Health and diseases --- phobia, phobia
8991,p131c2,dislexia,13.1. Salud y enfermedades,CERE::c2::p131,dislexia,13.1. Health and diseases --- dyslexia, dyslexia
8992,p131c2,histeria,13.1. Salud y enfermedades,CERE::c2::p131,histeria,13.1. Health and diseases --- Hysteria, Hysteria
8993,p131c2,sufrir una recaída,13.1. Salud y enfermedades,CERE::c2::p131,a sufrir una recaída,13.1. Health and diseases --- To suffer a relapse, To suffer a relapse
8994,p131c2,estar hecho un roble,13.1. Salud y enfermedades,CERE::c2::p131,a estar hecho un roble,13.1. Health and diseases --- To be made an oak, To be made an oak
8995,p132c2,supurar,13.2. Heridas y traumatismos,CERE::c2::p132,a supurar,13.2. Wounds and trauma --- to suppurate, to suppurate
8996,p132c2,navajazo,13.2. Heridas y traumatismos,CERE::c2::p132,navajazo,13.2. Wounds and trauma --- Navajazo, Navajazo
8997,p132c2,puñalada,13.2. Heridas y traumatismos,CERE::c2::p132,puñalada,13.2. Wounds and trauma --- stab, stab
8998,p132c2,rozadura,13.2. Heridas y traumatismos,CERE::c2::p132,rozadura,13.2. Wounds and trauma --- Razadura, Razadura
8999,p132c2,arañazo,13.2. Heridas y traumatismos,CERE::c2::p132,arañazo,13.2. Wounds and trauma --- scratch, scratch
9000,p132c2,rasguño,13.2. Heridas y traumatismos,CERE::c2::p132,rasguño,13.2. Wounds and trauma --- scratch, scratch
9001,p132c2,cardenal,13.2. Heridas y traumatismos,CERE::c2::p132,cardenal,13.2. Wounds and trauma --- Cardinal, Cardinal
9002,p132c2,hinchazón,13.2. Heridas y traumatismos,CERE::c2::p132,hinchazón,13.2. Wounds and trauma --- swelling, swelling
9003,p132c2,hematoma,13.2. Heridas y traumatismos,CERE::c2::p132,hematoma,13.2. Wounds and trauma --- Hematoma, Hematoma
9004,p132c2,herida de bala,13.2. Heridas y traumatismos,CERE::c2::p132,herida de bala,13.2. Wounds and trauma --- bullet wound, bullet wound
9005,p132c2,herida de arma blanca,13.2. Heridas y traumatismos,CERE::c2::p132,herida de arma blanca,13.2. Wounds and trauma --- White weapon wound, White weapon wound
9006,p132c2,hacer(se) una brecha,13.2. Heridas y traumatismos,CERE::c2::p132,a hacerse una brecha,13.2. Wounds and trauma --- To get a gap, To get a gap
9007,p132c2,herida de arma de fuego,13.2. Heridas y traumatismos,CERE::c2::p132,herida de arma de fuego,13.2. Wounds and trauma --- gun wound, gun wound
9008,p132c2,mordisco,13.2. Heridas y traumatismos,CERE::c2::p132,mordisco,13.2. Wounds and trauma --- bite, bite
9009,p132c2,dentellada,13.2. Heridas y traumatismos,CERE::c2::p132,dentellada,13.2. Wounds and trauma --- detellada, detellada
9010,p132c2,cuchillada,13.2. Heridas y traumatismos,CERE::c2::p132,cuchillada,13.2. Wounds and trauma --- knife, knife
9011,p132c2,pinchazo,13.2. Heridas y traumatismos,CERE::c2::p132,pinchazo,13.2. Wounds and trauma --- prick, prick
9012,p132c2,desgarro,13.2. Heridas y traumatismos,CERE::c2::p132,desgarro,13.2. Wounds and trauma --- tear, tear
9013,p132c2,dislocación,13.2. Heridas y traumatismos,CERE::c2::p132,dislocación,13.2. Wounds and trauma --- dislocation, dislocation
9014,p132c2,contusión,13.2. Heridas y traumatismos,CERE::c2::p132,contusión,13.2. Wounds and trauma --- Contusion, Contusion
9015,p132c2,traumatismo craneoencefálico,13.2. Heridas y traumatismos,CERE::c2::p132,traumatismo craneoencefálico,13.2. Wounds and trauma --- Craneoecephalic trauma, Craneoecephalic trauma
9016,p132c2,traumatismo torácico,13.2. Heridas y traumatismos,CERE::c2::p132,traumatismo torácico,13.2. Wounds and trauma --- Thoracic trauma, Thoracic trauma
9017,p132c2,hacer(se) una rozadura,13.2. Heridas y traumatismos,CERE::c2::p132,a hacerse una rozadura,13.2. Wounds and trauma --- To make a friction, To make a friction
9018,p132c2,hacer(se) un arañazo,13.2. Heridas y traumatismos,CERE::c2::p132,a hacerse un arañazo,13.2. Wounds and trauma --- To make a scratch, To make a scratch
9019,p132c2,hacer(se) un rasguño,13.2. Heridas y traumatismos,CERE::c2::p132,a hacerse un rasguño,13.2. Wounds and trauma --- To get a scratch, To get a scratch
9020,p132c2,drenar,13.2. Heridas y traumatismos,CERE::c2::p132,a drenar,13.2. Wounds and trauma --- Drain, Drain
9021,p132c2,traumatismo abdominal,13.2. Heridas y traumatismos,CERE::c2::p132,traumatismo abdominal,13.2. Wounds and trauma --- Abdominal trauma, Abdominal trauma
9022,p132c2,luxación,13.2. Heridas y traumatismos,CERE::c2::p132,luxación,13.2. Wounds and trauma --- dislocation, dislocation
9023,p133c2,dar un síncope,13.3. Síntomas,CERE::c2::p133,a dar un síncope,13.3. Symptoms --- To give a syncope, To give a syncope
9024,p133c2,mejoría,13.3. Síntomas,CERE::c2::p133,mejoría,13.3. Symptoms --- Improvement, Improvement
9025,p133c2,lipotimia,13.3. Síntomas,CERE::c2::p133,lipotimia,13.3. Symptoms --- Lipotimia, Lipotimia
9026,p133c2,jaqueca,13.3. Síntomas,CERE::c2::p133,jaqueca,13.3. Symptoms --- Jaqueca, Jaqueca
9027,p133c2,migraña,13.3. Síntomas,CERE::c2::p133,migraña,13.3. Symptoms --- migraine, migraine
9028,p133c2,cefalea,13.3. Síntomas,CERE::c2::p133,cefalea,13.3. Symptoms --- Headache, Headache
9029,p133c2,lumbalgia,13.3. Síntomas,CERE::c2::p133,lumbalgia,13.3. Symptoms --- Lumbalgia, Lumbalgia
9030,p133c2,achaque,13.3. Síntomas,CERE::c2::p133,achaque,13.3. Symptoms --- Achaque, Achaque
9031,p133c2,empeoramiento,13.3. Síntomas,CERE::c2::p133,empeoramiento,13.3. Symptoms --- worsening, worsening
9032,p133c2,ciática,13.3. Síntomas,CERE::c2::p133,ciática,13.3. Symptoms --- sciatica, sciatica
9033,p133c2,alivio,13.3. Síntomas,CERE::c2::p133,alivio,13.3. Symptoms --- Relief, Relief
9034,p133c2,punzada,13.3. Síntomas,CERE::c2::p133,punzada,13.3. Symptoms --- stab, stab
9035,p133c2,pálpito,13.3. Síntomas,CERE::c2::p133,pálpito,13.3. Symptoms --- Pálpito, Pálpito
9036,p133c2,hormigueo,13.3. Síntomas,CERE::c2::p133,hormigueo,13.3. Symptoms --- Hormigueo, Hormigueo
9037,p133c2,escozor,13.3. Síntomas,CERE::c2::p133,escozor,13.3. Symptoms --- Escozor, Escozor
9038,p133c2,convulsiones,13.3. Síntomas,CERE::c2::p133,convulsiones,13.3. Symptoms --- Seizures, Seizures
9039,p133c2,tos seca,13.3. Síntomas,CERE::c2::p133,tos seca,13.3. Symptoms --- Dry cough, Dry cough
9040,p133c2,espasmos,13.3. Síntomas,CERE::c2::p133,espasmos,13.3. Symptoms --- Spasms, Spasms
9041,p133c2,pocho,13.3. Síntomas,CERE::c2::p133,pocho,13.3. Symptoms --- Pocho, Pocho
9042,p133c2,tos profunda,13.3. Síntomas,CERE::c2::p133,tos profunda,13.3. Symptoms --- deep cough, deep cough
9043,p133c2,dar un vahído,13.3. Síntomas,CERE::c2::p133,a dar un vahído,13.3. Symptoms --- To give a vahido, To give a vahido
9044,p133c2,tos asmática,13.3. Síntomas,CERE::c2::p133,tos asmática,13.3. Symptoms --- asthmatic cough, asthmatic cough
9045,p133c2,achacoso,13.3. Síntomas,CERE::c2::p133,achacoso,13.3. Symptoms --- Achacious, Achacious
9046,p133c2,pachucho,13.3. Síntomas,CERE::c2::p133,pachucho,13.3. Symptoms --- Pachucho, Pachucho
9047,p133c2,tos aguda,13.3. Síntomas,CERE::c2::p133,tos aguda,13.3. Symptoms --- Acute cough, Acute cough
9048,p133c2,caerse redondo,13.3. Síntomas,CERE::c2::p133,a caerse redondo,13.3. Symptoms --- To fall round, To fall round
9049,p133c2,dar un soponcio,13.3. Síntomas,CERE::c2::p133,a dar un soponcio,13.3. Symptoms --- To give a soponcio, To give a soponcio
9050,p134c2,facultativo,13.4. Centros de asistencia sanitaria,CERE::c2::p134,facultativo,13.4. Health Assistance Centers --- Optional, Optional
9051,p134c2,intervención (quirúrgica),13.4. Centros de asistencia sanitaria,CERE::c2::p134,intervención (quirúrgica),13.4. Health Assistance Centers --- Intervention (Surgical), Intervention (Surgical)
9052,p134c2,celador,13.4. Centros de asistencia sanitaria,CERE::c2::p134,celador,13.4. Health Assistance Centers --- Warden, Warden
9053,p134c2,homeópata,13.4. Centros de asistencia sanitaria,CERE::c2::p134,homeópata,13.4. Health Assistance Centers --- Homeopath, Homeopath
9054,p134c2,hacer una cura (de desintoxicación),13.4. Centros de asistencia sanitaria,CERE::c2::p134,a hacer una cura (de desintoxicación),13.4. Health Assistance Centers --- To make a cure (detoxification), To make a cure (detoxification)
9055,p134c2,traumatología,13.4. Centros de asistencia sanitaria,CERE::c2::p134,traumatología,13.4. Health Assistance Centers --- Traumatology, Traumatology
9056,p134c2,oftalmología,13.4. Centros de asistencia sanitaria,CERE::c2::p134,oftalmología,13.4. Health Assistance Centers --- Ophthalmology, Ophthalmology
9057,p134c2,cuidados paliativos,13.4. Centros de asistencia sanitaria,CERE::c2::p134,cuidados paliativos,13.4. Health Assistance Centers --- Palliative Care, Palliative Care
9058,p134c2,Unidad de Cuidados Intensivos (UCI),13.4. Centros de asistencia sanitaria,CERE::c2::p134,Unidad de Cuidados Intensivos (UCI),13.4. Health Assistance Centers --- Intensive Care Unit (ICU), Intensive Care Unit (ICU)
9059,p134c2,acupuntor,13.4. Centros de asistencia sanitaria,CERE::c2::p134,acupuntor,13.4. Health Assistance Centers --- Acupuncturer, Acupuncturer
9060,p134c2,Unidad de Vigilancia Intensiva (UVI),13.4. Centros de asistencia sanitaria,CERE::c2::p134,Unidad de Vigilancia Intensiva (UVI),13.4. Health Assistance Centers --- Intensive Surveillance Unit (UVI), Intensive Surveillance Unit (UVI)
9061,p135c2,prescribir,13.5. Medicina y medicamentos,CERE::c2::p135,a prescribir,13.5. Medicine and medications --- To prescribe, To prescribe
9062,p135c2,antipirético,13.5. Medicina y medicamentos,CERE::c2::p135,antipirético,13.5. Medicine and medications --- antipyretic, antipyretic
9063,p135c2,vía intramuscular,13.5. Medicina y medicamentos,CERE::c2::p135,vía intramuscular,13.5. Medicine and medications --- Intramuscular via, Intramuscular via
9064,p135c2,vía intravenosa,13.5. Medicina y medicamentos,CERE::c2::p135,vía intravenosa,13.5. Medicine and medications --- intravenous route, intravenous route
9065,p135c2,vía oral,13.5. Medicina y medicamentos,CERE::c2::p135,vía oral,13.5. Medicine and Medicines --- Oral Via, Oral Via
9066,p135c2,termoterapia,13.5. Medicina y medicamentos,CERE::c2::p135,termoterapia,13.5. Medicine and medications --- Thermotherapy, Thermotherapy
9067,p135c2,acupuntura,13.5. Medicina y medicamentos,CERE::c2::p135,acupuntura,13.5. Medicine and medications --- acupuncture, acupuncture
9068,p135c2,talasoterapia,13.5. Medicina y medicamentos,CERE::c2::p135,talasoterapia,13.5. Medicine and medications --- Talasotherapy, Talasotherapy
9069,p135c2,administrar,13.5. Medicina y medicamentos,CERE::c2::p135,a administrar,13.5. Medicine and medications --- To administer, To administer
9070,p135c2,homeopatía,13.5. Medicina y medicamentos,CERE::c2::p135,homeopatía,13.5. Medicine and medications --- Homeopathy, Homeopathy
9071,p135c2,melisa,13.5. Medicina y medicamentos,CERE::c2::p135,melisa,13.5. Medicine and Medicines --- Melisa, Melisa
9072,p135c2,valeriana,13.5. Medicina y medicamentos,CERE::c2::p135,valeriana,13.5. Medicine and medications --- Valeriana, Valeriana
9073,p135c2,plantas medicinales,13.5. Medicina y medicamentos,CERE::c2::p135,plantas medicinales,13.5. Medicine and medicines --- Medicinal plants, Medicinal plants
9074,p135c2,ampolla (inyectable),13.5. Medicina y medicamentos,CERE::c2::p135,ampolla (inyectable),13.5. Medicine and Medicines --- Ampoule (Injectable), Ampoule (Injectable)
9075,p135c2,parche,13.5. Medicina y medicamentos,CERE::c2::p135,parche,13.5. Medicine and medications --- patch, patch
9076,p135c2,sedante,13.5. Medicina y medicamentos,CERE::c2::p135,sedante,13.5. Medicine and medications --- sedative, sedative
9077,p135c2,(aceite de) ricino,13.5. Medicina y medicamentos,CERE::c2::p135,(aceite de) ricino,13.5. Medicine and medications --- (oil from), (oil from)
9078,p135c2,ampolla (bebible),13.5. Medicina y medicamentos,CERE::c2::p135,ampolla (bebible),13.5. Medicine and medications --- Ampoule (drinkable), Ampoule (drinkable)
9079,p136c2,estar hecho un asco,13.6. Higiene,CERE::c2::p136,a estar hecho un asco,13.6. Hygiene --- To be disgusting, To be disgusting
9080,p136c2,asepsia,13.6. Higiene,CERE::c2::p136,asepsia,13.6. Hygiene --- Asepsis, Asepsis
9081,p136c2,tener mugre,13.6. Higiene,CERE::c2::p136,a tener mugre,13.6. Hygiene --- To have dirt, To have dirt
9082,p136c2,eliminar hongos,13.6. Higiene,CERE::c2::p136,a eliminar hongos,13.6. Hygiene --- To eliminate fungi, To eliminate fungi
9083,p136c2,eliminar ácaros,13.6. Higiene,CERE::c2::p136,a eliminar ácaros,13.6. Hygiene --- To eliminate mites, To eliminate mites
9084,p136c2,eliminar bacterias,13.6. Higiene,CERE::c2::p136,a eliminar bacterias,13.6. Hygiene --- To eliminate bacteria, To eliminate bacteria
9085,p136c2,eliminar gérmenes,13.6. Higiene,CERE::c2::p136,a eliminar gérmenes,13.6. Hygiene --- To eliminate germs, To eliminate germs
9086,p136c2,esterilizar,13.6. Higiene,CERE::c2::p136,a esterilizar,13.6. Hygiene --- to sterilize, to sterilize
9087,p136c2,higienizar,13.6. Higiene,CERE::c2::p136,a higienizar,13.6. Hygiene --- To hygienize, To hygienize
9088,p136c2,adecentar,13.6. Higiene,CERE::c2::p136,a adecentar,13.6. Hygiene --- to adapt, to adapt
9089,p136c2,acicalar,13.6. Higiene,CERE::c2::p136,a acicalar,13.6. Hygiene --- To groom, To groom
9090,p136c2,desaseo,13.6. Higiene,CERE::c2::p136,desaseo,13.6. Hygiene --- Disease, Disease
9091,p136c2,dejadez,13.6. Higiene,CERE::c2::p136,dejadez,13.6. Hygiene --- Dispose, Dispose
9092,p136c2,abandono,13.6. Higiene,CERE::c2::p136,abandono,13.6. Hygiene --- Abandonment, Abandonment
9093,p136c2,pulcritud,13.6. Higiene,CERE::c2::p136,pulcritud,13.6. Hygiene --- neat, neat
9094,p136c2,esterilización,13.6. Higiene,CERE::c2::p136,esterilización,13.6. Hygiene --- Sterilization, Sterilization
9095,p136c2,saneamiento,13.6. Higiene,CERE::c2::p136,saneamiento,13.6. Hygiene --- Sanitation, Sanitation
9096,p136c2,tener roña,13.6. Higiene,CERE::c2::p136,a tener roña,13.6. Hygiene --- To have Roña, To have Roña
9097,p136c2,estar mugriento,13.6. Higiene,CERE::c2::p136,a estar mugriento,13.6. Hygiene --- To be filth, To be filth
9098,p136c2,estar roñoso,13.6. Higiene,CERE::c2::p136,a estar roñoso,13.6. Hygiene --- To be rusty, To be rusty
